description,message_id
"Unexpected condition occurred in mDNS proxy (mdns) Recommended Action: Contact tech-support.",343001
"Unexpected condition occurred in the GSM Manager process (gsmmgr)",345301
"Unexpected condition occurred in the GSM Manager process (gsmmgr)",345302
"Failed to change the HTTPD sygate firewall rewrite configuration in the HTTPD configuration fileRecommended Action: If error persists",350000
"Failed to verify the HTTPD certificateRecommended Action: Replace the HTTPD certificate with a valid one",350007
"System failed to allocate memory at the specified locationRecommended Action: Use the show memory and show process commands to monitor memory usage. If the problem persist",399800
"This log indicates that we encountered an internal system error. Recommended Action: Contact your support provider",399801
"This log indicates that application processes in the system encountered an error sending messages to each other. This could be a transient condition and the problem might go away.Recommended Action: If the problem persists",399802
"This log indicates that we encountered an internal system error. Recommended Action: Contact your support provider",399803
"This log indicates that the operation timed out while sending a data packet",399805
"This log indicates that a configuration error has occurred.",399807
"This log indicates that the system encountered a problem while opening/ communicating with a system socket",399810
"Application processes in the system encountered an error sending message to the datapath. This could be a transient condition and the problem might go awayRecommended Action: If the problem persists",399812
"An application processes on the controller encountered an error sending message to AP. This could be a transient condition and the problem might go away.Recommended Action: If the problem persists",399813
"This is a transient error. This typically occurs if communication between master/local is lost and a new session established",399816
"There was an error accessing the hardware data Recommended Action: If the problem persists",399822
"This is a webserver internal error log",399827
"This is a webserver error log.",399832
"This log indicates that an AP process failed to send a trap to the controller",399833
"This log indicates that we were unable to close a system file. This indicates an internal system error",399834
"This is an system error log.Warning MessagesTable 8 Warning System MessagesError IDMessage and Description",399840
"An existing key could not be decrypted.",300104
"The indicated feature limit was capped at the maximum allowable value even though more licensed capacity is available.",300128
"Licenses sent by the server will expire in the stated number of days. At this level",300145
"Licenses contributed by the client will expire in the stated number of days. At this level",300158
"PAPI_Alloc failed when trying to send the feature table to the processes.",300196
"This shows an internal error message.",300198
"The system reported an error while initializing the SNMP process and it's unable to bind to the SNMP port. As a result",301010
"No description available.",301030
"A warning message indicating comparison failed for an octet string type object.",301033
"A warning message indicating that string data length exceeds a supported range typically the maximum characters supported by an SNMP OctetString type object.",301034
"No description available.",301039
"An OID string exceeds the maximum supported length for an OID.",301042
"No description available.",301043
"The TRAPD process is unable to bind to the SNMP trap port Recommended Action: If the error persists",301249
"No description available.",301134
"No description available.",301268
"No description available.",303022
"This message indicates AP is running out of memory. AP will reboot if the condition persistsRecommended Action: Contact your support provider",303062
"Unexpected condition occurred in the station manager (stm). Recommended Action: Contact your support provider",304002
"No description available.",304004
"No description available.",304005
"No description available.",304009
"No description available.",304011
"No description available.",304013
"No description available.",304014
"No description available.",304015
"No description available.",304016
"No description available.",304017
"No description available.",304018
"No description available.",304019
"No description available.",304020
"No description available.",304022
"No description available.",304023
"No description available.",304024
"No description available.",304025
"No description available.",304026
"No description available.",304027
"No description available.",304028
"No description available.",304029
"No description available.",304033
"The application is waiting for the database to be ready for access.",304044
"This log indicates that there was an issue when a command was executed on the user database.",304048
"This log indicates that the client blacklist was purged by the administrator.",304050
"No description available.",305012
"No description available.",305013
"No description available.",305014
"No description available.",305015
"No description available.",305017
"No description available.",305018
"No description available.",305019
"OS version may be incompatible.",305020
"OS version may be incompatible.",305021
"No description available.",305022
"No description available.",305023
"No description available.",305024
"No description available.",305028
"A request to provision an indoor mesh AP failed as the platform limit has been reached.",305029
"Failed to create the mesh recovery profile. No recovery-cluster is available in the event that no potential parents matching the provisioned clusters can be found.",305030
"No description available.",305032
"No description available.",305033
"No description available.",305034
"No mesh licenses are available - ignoring mesh provisioning request",305035
"No description available.",305036
"No description available.",305038
"A request to provision an outdoor mesh AP failed as the platform limit has been reached.",305039
"No description available.",305040
"No description available.",305041
"No description available.",305042
"No description available.",305043
"An unsecure AP is trying to access the controller from an IP address that is not allowed for automatic certificate provisioning.",305046
"An unsecure SAP message was received from a secure AP",305047
"An unsecure AP message was received. The message will be dropped.",305048
"An unsecure AP has been denied access to the controller by the the Control Plane Security mechanism.",305049
"No description available.",305050
"The given virtual AP was configured for the given AP but could not be created for the given reason.",305051
"The AP was unable to preload the new image to flash. The preload will be retried after a delay.",305054
"No description available.",305056
"An unsecure AP has been denied access to the controller by the the Control Plane Security mechanism which does not support IPV6.",305057
"AP [name:%s]: Drop hello message from [ip:%s] with different MAC",305058
"No description available.",305101
"Warning message from Pub/Sub server that a message for non-existent service was received and will be dropped",306510
"Master-local cannot exchage heartbeat",307016
"Local is unable to contact/download config from Master",307019
"Local is unable to download latest instance of config from master. Local after waiting for configrable time(5 min) will push last learnt config it got from Master",307385
"This shows a warning message in IF-MAP Client.",309003
"This indicates IF-MAP Client daemon process is not able to create dispatcher.",309012
"This indicates IF-MAP Client daemon process is not able to initialize PAPI.",309013
"This indicates IF-MAP Client daemon process is not able to initialize SAPI.",309014
"This indicates error in sending PAPI messsage.",309015
"This indicates a malformed message is received.",309016
"This indicates current IF-MAP state is changed and is broadcasted .",309017
"This indicates failure in getting CPPM Profile data",309024
"This indicates failure in calling ncfg_sync.",309028
"This indicates Request Queue is Full and the request can not be processed.",309029
"This indicates a failure to esatblish session to an IF-MAP server.",309043
"This indicates a failure to esatblish session to an IF-MAP server.",309044
"This indicates a failure to disconnect to an IF-MAP server.",309046
"This indicates a failure to disconnect to an IF-MAP server.",309047
"This indicates a failure to publish to an IF-MAP server.",309049
"This indicates a failure to publish to an IF-MAP server.",309050
"No description available.",311000
"No description available.",311002
"No description available.",311003
"No description available.",311004
"No description available.",311006
"No description available.",311007
"No description available.",311010
"No description available.",311011
"No description available.",311012
"No description available.",311026
"ESI pinger is used to monitor health of external servers by sending ICMP ECHO requests. Initialization of the pinger subsystem failed. ESI process will restart to correct this.",312102
"System encountered an internal error while creating queues to process notification from external servers. ESI process will restart",312103
"Configured IPv6 interface address is duplicate and is already in use in the network.",313185
"A route could not be inserted because system could not find a matching interface for the gateway IP addressRecommended Action: Check interface IP address configuration",313256
"A route could not be inserted because system could not find a matching interface for the gateway IP addressRecommended Action: Check interface IP address configuration",313301
"A VRRP error message indicating that there was a failure while sending VRRP Advertisement",313320
"An VRRP error message indicating that VRRP could not transition from BACKUP TO MASTER state",313321
"VRRP state has changed",313328
"Warning indicating that the VRRP Backup missed 3 Advertisements from Master",313331
"Warning indicating that the VRRP Master received Advertisement with higher priority",313332
"System is detecting if internal queue engine is stuck and needs restarting Recommended Action: Contact your support provider66 | System Messages ArubaOS 6",314807
"No description available.",316001
"No description available.",316017
"No description available.",316041
"No description available.",316042
"No description available.",316063
"No description available.",316068
"No description available.",316080
"No description available.",316081
"No description available.",316092
"No description available.",316101
"No description available.",316102
"No description available.",316110
"No description available.",316111
"No description available.",316208
"No description available.",316226
"No description available.",316230
"No description available.",316231
"No description available.",316232
"Cannot find Probe. At:[fn:%s] line:[line:%d] Probe [mac:%m]Recommended Action: This log indicates that the WMS process was notified by Station Management that a probe is down",316234
"This log indicates that there was an issue when a command was executed on the event database.",316247
"This log indicates that there was an issue when a file open command was executed.",316260
"This log indicates that the gateway IP of the controller may not be correctly configured.",316261
"This log indicates that the MAC address of the controllerø€™s gateway could not be determined.",316262
"This log indicates that there was an issue while processing an internal message to retrieve bridge table entries.",316263
"This log indicates that there was an issue while processing an internal message to retrieve bridge table entries.",316264
"This log indicates that the MAC addresses owned by the controller could not be determined.",316265
"This log indicates that the RAP WML Table profile could not be found.",316266
"This log indicates that current state in the WMS module shows that WMS is reaching capacity",316267
"Notification message to indicate reverting to default certificate",325025
"No description available.",326004
"No description available.",326070
"No description available.",326073
"No description available.",326083
"No description available.",326084
"No description available.",326085
"No description available.",326096
"No description available.",326157
"No description available.",326158
"No description available.",326159
"No description available.",326200
"No description available.",326201
"No description available.",326202
"No description available.",326229
"This log indicates that the configuration has changed for the feature Learn Wired MACs at Controller.",326279
"No description available.",330000
"No description available.",334526
"No description available.",334527
"No description available.",336007
"No description available.",339307
"No description available.",341004
"The image version on the AP is not the same as that on the virtual controller. The AP will download a new image and reboot.",341011
"The AP is downloading a new image to store in flash.",341012
"The AP is writing a new image in flash. When this process completes",341013
"The AP is loading configuration.",341032
"The AP is converting ap.",341098
"Handle papi message.",341102
"Handle papi message.",341103
"Handle papi message.",341104
"Master send upgrade url to slave.",341149
"Learning AMP info from DHCP.",341159
"Send not allowed msg to an AP.",341164
"Send image match msg to an AP.",341165
"Print interface ip.",341166
"Uplink state changed.",341167
"Add new uplink",341169
"Del uplink.",341170
"Active 3g uplink.",341171
"Find enet0 uplink name.",341172
"Print current uplink.",341173
"Pick the highest uplink.",341174
"Connect with current uplink.",341175
"Probe too long.",341176
"Try next uplink.",341177
"Setup ip for uplink interface.",341181
"Setup vpn for rap conversion.",341182
"Downloading rap image via vpn.",341183
"Downloading rap image via vpn timeout.",341184
"Retrieving ip address from an interface.",341185
"loading AP configuration.",341194
"Send ap config to slave.",341199
"Apply enet config.",341205
"Command syntax error.",341206
"Max ssid supportArubaOS 6",341207
"Deactive SSID",341208
"No description available.",345307
"No description available.",350001
"This is a webserver system warning log.",399826
"This is a webserver system warning log.",399831
"This is an webserver system warning log.Notice MessagesTable 9 Notice System MessagesError IDMessage and Description",399838
"The system has determined that the clock has been set too far back",300106
"Some evaluation licenses will expire in the stated number of days. For feature licenses",300107
"Evaluation licenses have expired and the controller is adjusting licensed limits as necessary.",300115
"After adding a license that requires a configuration file update",300132
"No description available.",301246
"No description available.",301262
"Request from SNMP server to application timed out.",301406
"No description available.",304006
"No description available.",304007
"No description available.",304031
"NEC 902il compatibility mode was enabled or disabled",304032
"This log indicates the route point is an IP tunnel",304056
"Notification of installed VPN",306401
"Master waited long enough to hear again from local controller",307028
"No description available.",307310
"No description available.",311015
"Transferring panic information file to server Recommended Action: Contact your support provider",311024
"This message indicates the state of ESI license. The state is either enabled or disabled",312104
"Number of configured external servers has exceeded capacity. Review your licensing requirements",312105
"No description available.",314801
"No description available.",316018
"No description available.",316020
"No description available.",316021
"No description available.",316044
"No description available.",316045
"No description available.",316103
"A network destination was created/modified/deleted",325001
"A network service was created/modified/deleted",325002
"An access-list was created/modified/deleted",325003
"A User Role was created/modified/deleted",325004
"An access-list was configured in a role",325005
"An access-list was removed from role",325006
"Added VLAN",325007
"A feature is enabled or disabled based on license key",325008
"This shows the limit enforced by the licensed feature",325009
"Admin authentication was enabled or disabled",325013
"New server group was assigned for admin authentication",325014
"New default role was assigned for admin authentication",325015
"User idle timeout is set",325018
"User idle timeout is disabled. L3 state will be maintained in spite of inactivity.",325019
"User fast aging was enabled or disabled. If enabled",325021
"An IPv6 Extender Header Alias was created/modified/deleted",325027
"No description available.",326009
"No description available.",326010
"No description available.",326011
"No description available.",326012
"No description available.",326013
"No description available.",326014
"No description available.",326067
"No description available.",326077
"No description available.",326091
"No description available.",326101
"No description available.",326102
"No description available.",326106
"No description available.",326107
"No description available.",326148
"No description available.",326205
"No description available.",326206
"No description available.",326215
"No description available.",326218
"No description available.",326219
"No description available.",326220
"No description available.",326266
"No description available.",326271
"No description available.",326272
"No description available.",326273
"No description available.",326274
"No description available.",326275
"No description available.",326276
"No description available.",326277
"No description available.",326278
"No description available.",330002
"No description available.",330003
"A module has completed synchronization initialization",330100
"A module has set internal synchronization state",330101
"An internal module will synchronization with another",330102
"An internal module will synchronization with another",330103
"An internal module has completed synchronization with another module",330104
"No description available.",341003
"The AP is upgrading image.",341043
"The AP is upgrading image.",341045
"The AP is upgrading image.",341046
"The AP is setuping image.",341053
"The AP is upgrading image.",341057
"The AP is upgrading image.",341097
"Upimage related messages.",341147
"Master check image upgrade for a slave.",341148
"The AP starts to upgrade image.",341150
"The AP starts to download image.",341151
"Set AP image err state",341152
"Master send upgrade write flash to slave.",341153
"Send upgrade success to Master.",341154
"Send download success to Master.",341155
"Send image err state to Master.",341156
"AP image upgrade timeout.",341157
"AP image upgrade timeout.",341158
"Non-Wi-Fi device is detected.",341201
"Non-Wi-Fi device is removed.",341202
"System related notice messages logged in the mDNS proxy (mdns)",343006
"This is an webserver system notice log.",399825
"This is an webserver system notice log.Information MessagesTable 10 Information System MessagesError IDMessage and Description",399830
"Mobility service is enabled with the router mobile commandø€ù",300001
"Mobility service is enabled with no router mobile command",300002
"Mobile IP service has completed initialization and is ready to handle mobile clients",300003
"Information message mobileip prints to monitor proper Initialization78 | System Messages ArubaOS 6",300011
"The license manager is starting. The expiry interval for evaluation licenses is displayed",300100
"During a model upgrade",300105
"A new license database was created successfully at system initialization time.",300118
"All licenses were successfully deleted.",300122
"This message indicates the OS variant of the operating system",300126
"This means when the controller is upgraded to the latest image",300139
"Successfully exported the license database.",300143
"Successfully imported the license database.",300148
"Deleting the key for limit license.",300165
"Deleting the key for feature license.",300166
"Enabling the limit license key.",300169
"Enabling the feature license key.",300170
"Disabling the limit license key.",300171
"Disabling the feature license key.",300172
"License database is being recreated.",300173
"Successfully created a new License Database",300175
"Creating the license database...",300186
"All licenses about to be deleted.",300191
"The transport service is starting.",300200
"The system received a request to sync its configuration with the MMS server",300202
"The system received a request to sync its configuration with the MMS server",300203
"No description available.",301000
"No description available.",301001
"BootTime Table entry missing",301004
"No description available.",301226
"No description available.",301228
"No description available.",301252
"No description available.",301258
"No description available.",301260
"No description available.",301263
"No description available.",301264
"No description available.",301265
"No description available.",301269
"No description available.",301270
"No description available.",301271
"No description available.",301272
"No description available.",301273
"No description available.",301274
"No description available.",301275
"No description available.",301276
"No description available.",301277
"No description available.",301278
"No description available.",301289
"No description available.",301311
"No description available.",301328
"No description available.",301329
"No description available.",301335
"No description available.",301340
"No description available.",301341
"The controller was unable to transition to a new MMS server since itø€™s not being configured.Recommended Action: Please make sure the MMS server is configured correctly under the mobility-manager command.",301400
"The controller successfully transitioned to the new MMS master server.",301401
"The transition to the new MMS master server was cancelled because the old master is still communicating with the controller.Cause: This can happen if the link between the MMS servers have been lost and both servers believe they are the master.Recommended Action: Please make sure MMS server redundancy is working correctly.",301402
"The controller has received a communication request from a new MMS master and is in the process of transitioning to the new MMS master.",301403
"While in the transition process",301404
"SNMP agent message for when we set a new active MMS server.",301408
"An error has occurred during the validation of the MMS config sync request",301437
"Process Manager is active and will start monitoring other processes. If Reboot flag is enabled",303002
"No description available.",303092
"No description available.",304037
"No description available.",304038
"No description available.",304042
"No description available.",304043
"No description available.",304057
"STM restarts and notifies datapath to clean up users.",304068
"The controller has lost contact with the access point.",305003
"A message was received from an AP which was not registered with the controller. The AP will rebootstrap.",305005
"The AP has registered with the controller after rebooting.",305006
"The AP has (re)registered with the controller without rebooting.",305007
"The AP attempted to register with this controller but was redirected to a different controller based on the configured lms-ip.",305008
"The ArubaOS image version on the AP is not the same as that on the controller. The AP will download a new image and reboot.",305009
"The AP is downloading a new ArubaOS image to store in flash. When this process completes",305010
"The AP is rebooting.",305011
"Creating the mesh recovery profile for use when no potential parents matching the provisioned clusters can be found.",305031
"The v6 AP attempted to register with this controller but was redirected to a different controller based on the configured lms-ipv6.",305053
"IKE Daemon synced with Configuration manager",306404
"IKE Daemon synced with L2/L3 module",306405
"IP pool configuration updated",306411
"No description available.",306601
"No description available.",306602
"Controller switch IP is changed",307039
"Controller got a new role",307040
"Local Switch is still using old PAPI messaging system for configuration download. It is incompatible with the current master controller AirOS version and requires an upgrade.",307096
"Local is unable to connect(TCP) to MasterRecommended Action: Verify if there is any firewall or network connectivity issue",307103
"This displays cfgm-ipsec configuration",307218
"Local is unable to establish connection (TCP) with master.",307242
"Local TCP connection to Master is down",307244
"This shows an informational message in IF-MAP Client.",309004
"his indiactes IF-MAP Client daemon process is initialized.",309011
"This indiactes a session to an IF-MAP server is established.",309042
"This indiactes MAPC-API is intialized.",309900
"This indiactes CPPM IF-MAP is active.",309901
"his indiactes CPPM IF-MAP is inactive.",309902
"No description available.",311001
"IP multicast process is ready to accept input84 | System Messages ArubaOS 6",312001
"ESI module is ready to interface with external services",312101
"System is initializing 802.1Q frame handling",313011
"System is converting a dynamically registered VLAN to static",313012
"System is creating a VLAN",313014
"System is adding a tunnel to VLAN",313023
"While attempted to add a tunnel to a VLAN",313025
"VLAN interface does not exist",313027
"System is removing a tunnel from VLAN",313029
"System did not find VLAN configuration",313030
"System is retrieving tunnel information for a VLAN",313037
"This is a informational message indicating native VLAN id for a port",313044
"System is setting native VLAN ID for a port",313045
"This is an information message indicating system MAC address",313093
"System added a VLAN",313119
"System deleted a VLAN",313120
"Interface IP address conflicts with loopback address",313127
"Loopback address cannot be part of management port subnet",313128
"Interface IP address conflicts with Loopback AddressArubaOS 6",313129
"Interface IP address conflicts with management port address",313132
"Interface IP address cannot be part of Management Subnet",313134
"System detected a conflict in interface IP addresses",313135
"System detected a conflict in interface IP addresses",313136
"System updated an ARP entry",313140
"Local route already exists for a static route",313142
"Route conflicts with a tunnel IP address",313143
"VLAN state cannot be set inactive because VLAN has tunnels configured",313149
"System has marked an interface as down. For this interface",313152
"A new route was added",313155
"A route was updated",313156
"A route was deleted",313157
"No description available.",313159
"A new route was added",313169
"A route was updated",313170
"A route was deleted86 | System Messages ArubaOS 6",313171
"Proxy ARP configuration for an interface has changed",313173
"Enabled PIM protocol for a VLAN",313174
"Disabled PIM protocol for a VLAN",313175
"Enabled IGMP protocol for a VLAN",313176
"Enabled IGMP protocol snooping on a VLAN",313177
"Disabled IGMP protocol for a VLAN",313178
"Enables IPv6 multicast protocol MLD",313179
"Enables IPv6 multicast protocol MLD snooping",313180
"Disables IPv6 multicast protocol MLD",313181
"Interface IPv6 address conflicts with Loopback Address",313187
"Local route already exists for a static route",313188
"Interface IPv6 address conflicts with loopback address",313189
"Loopback address cannot be part of management port subnet",313190
"System detected a conflict in interface IPv6 addresses",313191
"Interface IPv6 address conflicts with loopback address",313192
"The PPPoE session has terminated regularly.",313216
"System is sending terminate request to PPPOE daemon for processing configuration changes",313217
"PPPOE daemon (child) startedArubaOS 6",313220
"PPPoE user name updated",313221
"PPPoE user name removed",313222
"PPPoE password updated",313223
"PPPoE password removed",313224
"PPPoE service name updated",313225
"PPPoE service name removed",313226
"PPPoE daemon could not be restarted because PPPoE VLAN interface is down",313228
"PPPoE client enabled on VLAN",313229
"Dynamic IP: PPPoE restarted",313238
"Dynamic IP: DHCP restarted",313239
"PPPoE or DHCP process cannot be restared because Dynamic IP is not enabled",313240
"A static entry could not be added to ARP table because there is no routing nterface registered for a subnet to which this address belongs",313242
"System is selecting a new best route",313246
"Route entry successfully inserted in the route table",313249
"System could not create route in the kernel because interface was down",313255
"A route entry was deleted (possibly because IP interface went down)",313258
"System is adding a route88 | System Messages ArubaOS 6",313266
"System is deleting a route",313267
"System is updating a route",313268
"System cannot process link state change because initialization was not completed",313269
"System cannot process link state change because of resource limitations",313270
"System cannot process link state change because initialization was not completed",313281
"System cannot process link state change because of resource limitations",313282
"System is selecting a new best route",313291
"Route entry successfully inserted in the route table",313294
"System could not create route in the kernel because interface was down",313300
"A route entry was deleted (possibly because IP interface went down)",313303
"VRRP is sending role change event to configuration manager",313330
"This message indicates initialization state of a card along with its port count",313341
"SEC MAC address for an interface was set successfully",313350
"A card has been inserted",313360
"This message displays Xsec settings for the port",313388
"No description available.",313390
"A port running Xsec protocol was added to VLANArubaOS 6",313399
"There is an IP address conflict. Check configuration",313434
"This message indicates that the tunnel is enabled because of the arrival of a heartbeat message",313443
"This message indicates that the tunnel is disabled because of lack of keepalive responses",313445
"This message indicates that the tunnel state is changed because of VRRP",313447
"The PPPD child process for cellular/modem devices have exited. It will be restarted as necessary",313451
"The PPPD child process was successfully terminated by our request",313453
"The PPP subsystem have requested to stop the pppd process",313454
"Child PPP Daemon was successfully started for calling the service provider",313457
"Internal user config data had been removed for the interface probably due to a race condition",313465
"FPAPPS has received a USB profile update describing how to classify the USB device",313500
"FPAPPS has received a modeswitch update describing how to modeswitch the USB device",313501
"The USB device has been issued a mode switch command to switch into data mode",313502
"L2/L3 module detected an USB insert/remove event",313504
"This syslog is used for tracking the progress of PPP dialing session",313505
"This syslog is used for tracking the progress of USB device detection90 | System Messages ArubaOS 6",313506
"This syslog is used for tracking the progress of uplink manager",313507
"A line card was removed from the system",314802
"This message indicates presense or absense of optical card on select systems",314803
"System detected an unknown line card",314804
"A line card was detected",314805
"No description available.",314813
"This log indicates that port configuration is not valid for this slot",315007
"The configured XSec key isnø€™t of correct length",315009
"No Xsec PTP information to show since the feature is not enabled on this port.",315030
"No Xsec PTP information to show since the Xsec MAC list is empty.",315031
"The IPSec route has been inserted into the configuration table",315051
"SNMP Agent received an unknown object ID to process",315157
"No description available.",316000
"No description available.",316003
"No description available.",316004
"No description available.",316024
"No description available.",316025
"No description available.",316026
"No description available.",316043
"No description available.",316046
"No description available.",316047
"No description available.",316048
"No description available.",316049
"No description available.",316050
"No description available.",316061
"No description available.",316064
"No description available.",316069
"No description available.",316070
"No description available.",316090
"No description available.",316091
"No description available.",316093
"No description available.",316095
"No description available.",316096
"No description available.",316104
"No description available.",316105
"No description available.",316106
"No description available.",316115
"No description available.",316116
"No description available.",316117
"No description available.",316202
"No description available.",316220
"No description available.",316227
"An AP Classification Rule has been created",316241
"No description available.",316242
"No description available.",316243
"No description available.",316244
"No description available.",316245
"No description available.",316250
"No description available.",316251
"Restarting the NTP daemon as result of command ø€˜process restart ntpdø€™ArubaOS 6",317001
"The NTP daemon will be restarted normally",317002
"Publish object creation/deletion message to another module",325000
"Authentication manager has completed startup synchronization with another module",325010
"Authentication manager on the local controller has started or finished processing configuration snapshot",325011
"Air Monitor is starting",326000
"No description available.",326075
"No description available.",326088
"No description available.",326097
"PAPI Send failed",326098
"No description available.",326129
"No description available.",326130
"No description available.",326140
"No description available.",326141
"No description available.",326145
"No description available.",330004
"No description available.",330005
"Exiting recovery mode to try and find potential parents matching provisioned clusters.",330206
"Received association request from an already associated child. Clearing old state before processing the new association request.",330207
"The controller detected an invalid regulatory domain format in the system hardware and has reinitialized the values. This is normal behavior for an old hardware upgrading from an older release.Recommended Action: No action needs to be taken.",334002
"The controller has set the country code to the restricted value stored in the system hardware.",334003
"The controller has set the country code to the value stored in the configuration file.",334004
"The controller has saved country values in the system hardware. This is normal behavior when upgrading from an older release.",334005
"The controller has set the country code to a subdomain of the master ` regulatory domain stored in the system hardware.",334006
"Communication Failure with one of profile manager's client",334007
"PhoneHome service is enabled with the router mobile commandø€ù",334201
"PhoneHome service is enabled with the no router mobile command",334202
"PhoneHome service has completed initialization and is ready to handle mobile clients",334203
"PhoneHome service is starting to initialize.Cause: This message is always logged regardless if phonehome is enabled or not with the phonehome enable commandø€ù",334207
"PhoneHome is terminating particular transaction; this may happen to create room for new transactionArubaOS 6",334210
"PhoneHome is creating new transaction",334211
"PhoneHome is deleting successfully uploaded transaction",334212
"PhoneHome is deleting successfully uploaded transaction",334214
"PhoneHome is unable to post transaction after multiple attempts.Recommended Action: Please check e-mail/SMTP",334215
"PhoneHome process has been successfully setup on the controller",334230
"Initializing NCFG for UTILITY_PROCESS",334401
"Received PAPI message",334405
"Received group_change_notify message from NCFG",334407
"Failed to retrieve ncfg_group",334408
"Received group_delete_notify message from NCFG",334409
"Received profmgr_event_notify message from NCFG",334410
"No description available.",334556
"Received an action request on Back Plane",335005
"Fan returned to normal.",335009
"Power Supply is back to normal.",355010
"PS failure or missing",335012
"Fan Tray Inserted.",335016
"No description available.",335302
"No description available.",336003
"No description available.",336004
"No description available.",337001
"No description available.",339303
"No description available.",339304
"No description available.",341002
"he virtual controller has lost contact with the access point.",341009
"The AP has registered with the virtual controller.",341010
"The AP is rebooting.",341014
"The AP is in specified regulatory domain.",341015
"The AP is configuring auth server.",341016
"The AP is configuring auth server.",341017
"The AP is configuring auth server.",341018
"The AP is configuring auth server.",341019
"The AP is configuring termination server.",341020
"The AP is configuring LDAP server",341021
"The AP is setting boot partition id.",341035
"The AP is setting acl.",341059
"The AP is setting acl.",341060
"The AP is setting acl.",341061
"The AP is setting acl.",341062
"The AP is setting kernal route.",341065
"The AP is setting kernal route.",341066
"The AP is creating tunnel.",341069
"The AP is creating tunnel.",341071
"The AP is creating SSID.",341073
"The AP is creating SSID.",341075
"The AP is creating SSID.",341076
"The AP is configuring ACL.",341077
"The AP is configuring ACL.",341078
"The AP is configuring ACL.",341079
"The AP is configuring ACL.",341080
"The AP is configuring ACL.",341084
"The AP is upgrading image",341086
"The AP is upgrading image.",341087
"The AP is upgrading image.",341088
"The AP is upgrading image.",341096
"User authenticate.",341099
"Corp configuration.",341100
"Cli command.",341101
"Handle papi message.",341105
"Handle papi message.",341106
"AP is setting cert.",341112
"AP is setting gre name.",341115
"AP is setting gre name.",341117
"SNMP action.",341120
"SNMP action.",341121
"AP is setting SSID.",341128
"AP is setting SSID.",341129
"AP is removing alerts.",341134
"Master in network changed",341135
"Slave check image with master.",341136
"SNMP action.",341139
"Airwave upgrade image.",341140
"AP upload certificate for radius server.",341145
"AP upload certificate for radius server.",341146
"Send reboot cmd.",341160
"Send reboot ack cmd.",341161
"Receive reboot ack.",341162
"Print the uplink info.",341168
"clid send papi message to awc.",341178
"clid receives message from awc.",341179
"Send mesh cfg.",341180
"Find uplink fail.",341186
"Add an AP to the whitelist.",341187
"Delete an AP from the whitelist.",341188
"Discover client request.",341189
"Found client response",341190
"[func:%s]: hap req for [mac:%s] [fapip:%s] [vcip:%s] [oldapip:%s] [rtid:%d] [vlan:%d] [vapvlan:%d].HAP request.",341191
"HAP Ack.",341192
"Foreign client info.",341193
"Client Delete Request.",341195
"Client Delete Notification.",341196
"Send register/heartbeat msg to vc.",341197
"Receive register/heartbeat msg from slave.",341198
"Foreign Client re-home.",341203
"Foreign Client re-home.",341204
"MIP tunnel down.",341209
"L3 Subnet Update.",341215
"Awc logout.",341216
"Awc connect successfully.",341217
"Awc login successfully.",341218
"Awc identify successfully.",341219
"L2 Roam session requested.",341220
"Foreign sta info",341221
"Remote sta info.",341222
"System related info messages logged in the mDNS proxy (mdns)",343005
"No description available.",345303
"No description available.",345304
"No description available.",350002
"No description available.",350003
"No description available.",350004
"Not configuring the switch ip can result in breaking the certificate configuration",350006
"This log indicates that a non-critical configuration error has occurred.",399808
"This is an internal system debugging log.",399815
"This log indicates that the system application received an undefined operation code. The operation will be ignored.",399817
"This log indicates that the License check failed when parsing the configuration file.",399818
"This is an webserver system info log.",399824
"This is an webserver system info log.",399829
"This log indicates that we encountered an internal system error",399899
"No description available.",300004
"Mobile IP service is starting to initialize. This message is always logged regardless if mobility is enabled or not with the router mobile command",300010
"About to start instantiating config fragments for the feature",300138
"No description available.",300140
"Executing the command",300149
"Matched the key",300150
"Allowing the second temp key since timestamp is different",300151
"Constraining the license limits to max. limits as the values configured through the license key are greater the allowed maximum limits.",300153
"This key has already been installed once",300159
"Allow reinstall since icount is less than the max. limit",300160
"Disallow reinstall since icount reached the max. limit",300161
"Not deleting the key as it is already disabled",300167
"Display time expiry",300168
"Displaying the licenses",300176
"Stopping the display of the licenses",300177
"Displaying the number of licensesArubaOS 6",300178
"Displaying the License DB existing version.",300184
"License DB already exists.",300185
"The command for creating the LicenseDB",300188
"Setting the activation status of all licenses",300192
"Marking the key as inactive",300193
"Displays the Mesh AP License Key",300194
"This shows an internal debug message",300197
"General debug log for CTS",300204
"No description available.",301002
"No description available.",301248
"No description available.",301255
"No description available.",301256
"No description available.",301257
"No description available.",301266
"No description available.",301281
"No description available.",301282
"No description available.",301283
"No description available.",301284
"No description available.",301285
"No description available.",301286
"No description available.",301293
"No description available.",301295
"No description available.",301313
"No description available.",301315
"No description available.",301321
"No description available.",301322
"No description available.",301323
"No description available.",301324
"No description available.",301325
"No description available.",301326
"No description available.",301327
"No description available.",301331
"No description available.",301334
"No description available.",301336
"No description available.",301342
"No description available.",301343
"SNMP agent debug message for when we notify WMS of new active MMS server.",301407
"No description available.",301419
"No description available.",301420
"No description available.",301421
"No description available.",301427
"No description available.",301435
"No description available.",303006
"No description available.",303007
"No description available.",303010
